Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-06-23 00:00:00-04:00,3.7049838019533468,4.273081129807639,3.643234071920791,4.248381614685059,43574400,0.0,0.0
2004-06-24 00:00:00-04:00,4.334830240468117,4.369410404702318,4.075481599833028,4.1397013664245605,8887200,0.0,0.0
2004-06-25 00:00:00-04:00,4.077951872863617,4.13723155200051,3.9001125998964294,3.9025826454162598,6710000,0.0,0.0
2004-06-28 00:00:00-04:00,3.951982259750366,4.003851800775351,3.813662777014244,3.951982259750366,2270800,0.0,0.0
2004-06-29 00:00:00-04:00,3.9519827296555388,4.12488216252319,3.9099928943084263,4.050782203674316,2112000,0.0,0.0
2004-06-30 00:00:00-04:00,4.050781995880213,4.18416163229834,3.959392663768263,3.9692723751068115,2087600,0.0,0.0
2004-07-01 00:00:00-04:00,3.9717423041965474,4.00138237956867,3.927282426694871,3.959392547607422,1754800,0.0,0.0
2004-07-02 00:00:00-04:00,3.976681973062143,4.194040775299072,3.9643317466712595,4.194040775299072,993200,0.0,0.0
2004-07-06 00:00:00-04:00,4.18169143753467,4.198981285095215,4.070541744484003,4.198981285095215,1216800,0.0,0.0
2004-07-07 00:00:00-04:00,4.174280954601673,4.174280954601673,3.9643318135447214,4.0285515785217285,1787600,0.0,0.0
2004-07-08 00:00:00-04:00,4.028551841158147,4.028551841158147,3.868002653805312,3.8877625465393066,2179200,0.0,0.0
2004-07-09 00:00:00-04:00,3.937162690774459,4.092772039021429,3.9272827433725808,4.050782203674316,596800,0.0,0.0
2004-07-12 00:00:00-04:00,4.100182083750068,4.156991721140247,3.989032383540553,4.137231826782227,780800,0.0,0.0
2004-07-13 00:00:00-04:00,4.134761631937333,4.134761631937333,3.9717423915863037,3.9717423915863037,1674000,0.0,0.0
2004-07-14 00:00:00-04:00,3.9643323455485526,3.9643323455485526,3.848243026614849,3.865532875061035,2366000,0.0,0.0
2004-07-15 00:00:00-04:00,3.8902323437211304,3.9025823347807487,3.690163148113475,3.7889628410339355,1806000,0.0,0.0
2004-07-16 00:00:00-04:00,3.803782830787128,4.050781722021526,3.6951034222888524,3.951982259750366,3278800,0.0,0.0
2004-07-19 00:00:00-04:00,3.964332225842345,3.9939723016501127,3.9099926364932975,3.9544525146484375,954800,0.0,0.0
2004-07-20 00:00:00-04:00,3.9544518885562283,3.9964417144865587,3.835892310765745,3.966801643371582,2245200,0.0,0.0
2004-07-21 00:00:00-04:00,3.976682400197357,3.976682400197357,2.7293379030753404,2.8898870944976807,25415200,0.0,0.0
2004-07-22 00:00:00-04:00,2.8528375708686706,3.2554458384189604,2.7910878409172124,3.2060458660125732,9824800,0.0,0.0
2004-07-23 00:00:00-04:00,3.1986355504574457,3.3344849858824754,3.149235820000116,3.220865488052368,1674400,0.0,0.0
2004-07-26 00:00:00-04:00,3.346835224430457,3.346835224430457,3.181345938515542,3.2801454067230225,1286000,0.0,0.0
2004-07-27 00:00:00-04:00,3.30484508994316,3.317195081231126,3.235685468509636,3.245565414428711,751200,0.0,0.0
2004-07-28 00:00:00-04:00,3.22333520263069,3.265325028098832,3.112185761620626,3.208515167236328,1534800,0.0,0.0
2004-07-29 00:00:00-04:00,3.210985779877104,3.297435491250247,3.198635787458582,3.201105833053589,908000,0.0,0.0
2004-07-30 00:00:00-04:00,3.2011056851844333,3.2603853633872095,3.099836176032232,3.2134556770324707,815200,0.0,0.0
2004-08-02 00:00:00-04:00,3.2060456596506284,3.2307456442639704,3.1047761467376453,3.1640560626983643,1297600,0.0,0.0
2004-08-03 00:00:00-04:00,3.1615858887666146,3.233215558569358,2.961516681079504,2.996096611022949,2944400,0.0,0.0
2004-08-04 00:00:00-04:00,2.996096577247272,3.0010364325797894,2.9516367014721197,2.9590466022491455,2746800,0.0,0.0
2004-08-05 00:00:00-04:00,2.961516761207371,2.961516761207371,2.6379483333825164,2.6922879219055176,3030400,0.0,0.0
2004-08-06 00:00:00-04:00,2.692287833235108,2.7169878167004393,2.6453581473187784,2.6601781845092773,1797200,0.0,0.0
2004-08-09 00:00:00-04:00,2.7046376477563037,2.729337629603259,2.682407711205341,2.714517593383789,1121600,0.0,0.0
2004-08-10 00:00:00-04:00,2.7169880867004395,2.726868033957089,2.68734824493049,2.7169880867004395,733200,0.0,0.0
2004-08-11 00:00:00-04:00,2.7046380361757154,2.7046380361757154,2.6157185127584066,2.6231284141540527,628400,0.0,0.0
2004-08-12 00:00:00-04:00,2.6478281151314293,2.6502979249603373,2.450228959872697,2.4675188064575195,1578000,0.0,0.0
2004-08-13 00:00:00-04:00,2.4675187989200467,2.482338835630691,2.339079501505932,2.3687193393707275,2496000,0.0,0.0
2004-08-16 00:00:00-04:00,2.3711897116530287,2.4329394412736125,2.2229902663410175,2.400829553604126,2171200,0.0,0.0
2004-08-17 00:00:00-04:00,2.4403489800378964,2.7145176539891733,2.4403489800378964,2.709577798843384,2968000,0.0,0.0
2004-08-18 00:00:00-04:00,2.69228811805141,3.0010367662479718,2.637948525569513,2.951637029647827,1697600,0.0,0.0
2004-08-19 00:00:00-04:00,2.9516366180612525,3.025736330407008,2.889886897032538,3.005976438522339,1309600,0.0,0.0
